OBJECTNUMMER;Modaliteit;Lijn;Lijn_select;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT
118;"Tram";"1 | 7 | 19";"01|07|19";"LINESTRING(4.890787 52.359574,4.890706 52.359579,4.890391 52.359606,4.890167 52.35965,4.889916 52.359709,4.889693 52.359767,4.889461 52.359844,4.889236 52.359948,4.888317 52.360385,4.887851 52.360619,4.887257 52.360889,4.886709 52.36114,4.886294 52.361349,4.884775 52.362065,4.883821 52.362515,4.883714 52.362591,4.883639 52.362674,4.883586 52.362761,4.88329 52.363232,4.883195 52.363375,4.883096 52.363471,4.882953 52.363581,4.882817 52.363683,4.88274 52.363717,4.882629 52.363747,4.882348 52.363775)";"LINESTRING(52.359574 4.890787,52.359579 4.890706,52.359606 4.890391,52.35965 4.890167,52.359709 4.889916,52.359767 4.889693,52.359844 4.889461,52.359948 4.889236,52.360385 4.888317,52.360619 4.887851,52.360889 4.887257,52.36114 4.886709,52.361349 4.886294,52.362065 4.884775,52.362515 4.883821,52.362591 4.883714,52.362674 4.883639,52.362761 4.883586,52.363232 4.88329,52.363375 4.883195,52.363471 4.883096,52.363581 4.882953,52.363683 4.882817,52.363717 4.88274,52.363747 4.882629,52.363775 4.882348)";4.8865675;52.3616745
119;"Tram";"1 | 7 | 19 | 24";"01|07|19|24";"LINESTRING(4.8932138 52.3594717,4.896377 52.359311,4.896752 52.359305,4.897349 52.359341,4.897638 52.359371,4.898308 52.359462,4.898756 52.359524)";"LINESTRING(52.3594717 4.8932138,52.359311 4.896377,52.359305 4.896752,52.359341 4.897349,52.359371 4.897638,52.359462 4.898308,52.359524 4.898756)";4.8959849;52.3594145
120;"Tram";"1 | 7 | 19";"01|07|19";"LINESTRING(4.91432 52.362487,4.911341 52.361867,4.910916 52.361779,4.909469 52.36148,4.908193 52.361223,4.907978 52.361173,4.907621 52.36109,4.905217 52.360597,4.903475 52.360261,4.902719 52.360116,4.901561 52.359927,4.9006478 52.3597851)";"LINESTRING(52.362487 4.91432,52.361867 4.911341,52.361779 4.910916,52.36148 4.909469,52.361223 4.908193,52.361173 4.907978,52.36109 4.907621,52.360597 4.905217,52.360261 4.903475,52.360116 4.902719,52.359927 4.901561,52.3597851 4.9006478)";4.9074839;52.36113605
122;"Tram";"4";"04";"LINESTRING(4.8994947 52.3604402,4.899521 52.360474,4.899553 52.360546,4.899562 52.360603,4.899548 52.360691,4.899406 52.360987,4.899058 52.361868,4.899037 52.361982,4.898983 52.362122,4.898917 52.362291,4.898852 52.362392,4.898662 52.362872,4.898416 52.363515,4.89836 52.363664,4.898296 52.363839,4.898253 52.363955,4.898199 52.364083,4.897857 52.364963,4.897795 52.365122,4.897765 52.365199,4.897758 52.365281,4.897751 52.365362,4.897475 52.366078,4.897398 52.366157,4.897304 52.366207,4.897198 52.366234,4.897092 52.366246)";"LINESTRING(52.3604402 4.8994947,52.360474 4.899521,52.360546 4.899553,52.360603 4.899562,52.360691 4.899548,52.360987 4.899406,52.361868 4.899058,52.361982 4.899037,52.362122 4.898983,52.362291 4.898917,52.362392 4.898852,52.362872 4.898662,52.363515 4.898416,52.363664 4.89836,52.363839 4.898296,52.363955 4.898253,52.364083 4.898199,52.364963 4.897857,52.365122 4.897795,52.365199 4.897765,52.365281 4.897758,52.365362 4.897751,52.366078 4.897475,52.366157 4.897398,52.366207 4.897304,52.366234 4.897198,52.366246 4.897092)";4.898327;52.3633431
124;"Tram";"4";"04";"LINESTRING(4.898756 52.359524,4.898747 52.359465,4.898762 52.359382,4.898805 52.359276,4.899147 52.358494,4.899187 52.358356,4.899202 52.35828,4.899299 52.357778,4.899352 52.357635,4.899765 52.35671,4.899826 52.356614,4.900049 52.356329,4.900597 52.355639,4.900779 52.355436,4.901106 52.355013,4.901243 52.354823,4.901455 52.354531,4.901653 52.354294,4.901879 52.35405,4.90252 52.353292,4.902602 52.353172,4.902726 52.352953,4.902836 52.352737,4.903136 52.351884,4.903209 52.351688,4.903966 52.349675,4.904193 52.349068,4.905154 52.346497,4.905165 52.346411,4.905129 52.346351,4.905061 52.346292,4.904905 52.346245)";"LINESTRING(52.359524 4.898756,52.359465 4.898747,52.359382 4.898762,52.359276 4.898805,52.358494 4.899147,52.358356 4.899187,52.35828 4.899202,52.357778 4.899299,52.357635 4.899352,52.35671 4.899765,52.356614 4.899826,52.356329 4.900049,52.355639 4.900597,52.355436 4.900779,52.355013 4.901106,52.354823 4.901243,52.354531 4.901455,52.354294 4.901653,52.35405 4.901879,52.353292 4.90252,52.353172 4.902602,52.352953 4.902726,52.352737 4.902836,52.351884 4.903136,52.351688 4.903209,52.349675 4.903966,52.349068 4.904193,52.346497 4.905154,52.346411 4.905165,52.346351 4.905129,52.346292 4.905061,52.346245 4.904905)";4.901956;52.3528845
125;"Tram";"4 | 24";"04|24";"LINESTRING(4.898756 52.359524,4.898802 52.359637,4.898958 52.359816,4.899456 52.360391,4.8994947 52.3604402)";"LINESTRING(52.359524 4.898756,52.359637 4.898802,52.359816 4.898958,52.360391 4.899456,52.3604402 4.8994947)";4.89912535;52.3599821
128;"Tram";"1 | 17";"01|17";"LINESTRING(4.850743 52.3580589,4.846919 52.358032,4.84392 52.357998,4.843688 52.35802,4.84345 52.358043,4.843196 52.358085,4.842856 52.35815,4.842624 52.358175,4.842417 52.358176,4.842183 52.358154,4.841955 52.358113,4.841616 52.358038,4.84136 52.358003,4.841005 52.357967)";"LINESTRING(52.3580589 4.850743,52.358032 4.846919,52.357998 4.84392,52.35802 4.843688,52.358043 4.84345,52.358085 4.843196,52.35815 4.842856,52.358175 4.842624,52.358176 4.842417,52.358154 4.842183,52.358113 4.841955,52.358038 4.841616,52.358003 4.84136,52.357967 4.841005)";4.845874;52.3580715
129;"Tram";"1 | 17";"01|17";"LINESTRING(4.850743 52.3580589,4.852064 52.358063,4.852378 52.358069,4.852655 52.358097,4.853409 52.358223)";"LINESTRING(52.3580589 4.850743,52.358063 4.852064,52.358069 4.852378,52.358097 4.852655,52.358223 4.853409)";4.852076;52.35814095
131;"Tram";"24";"24";"LINESTRING(4.89089 52.358711,4.890929 52.3588122,4.8909974 52.3588925,4.8911262 52.3589711,4.8912522 52.3590481,4.8913662 52.3591161,4.8915144 52.3591984,4.89167 52.3592517,4.8917894 52.3592771,4.8919279 52.359298,4.8922029 52.3593223,4.8924457 52.3593397,4.8925443 52.3593513,4.8926258 52.359364,4.8927321 52.3594057,4.8928307 52.3594416,4.8929122 52.359459,4.893009 52.3594671,4.8932138 52.3594717)";"LINESTRING(52.358711 4.89089,52.3588122 4.890929,52.3588925 4.8909974,52.3589711 4.8911262,52.3590481 4.8912522,52.3591161 4.8913662,52.3591984 4.8915144,52.3592517 4.89167,52.3592771 4.8917894,52.359298 4.8919279,52.3593223 4.8922029,52.3593397 4.8924457,52.3593513 4.8925443,52.359364 4.8926258,52.3594057 4.8927321,52.3594416 4.8928307,52.359459 4.8929122,52.3594671 4.893009,52.3594717 4.8932138)";4.8920519;52.35909135
133;"Tram";"5";"05";"LINESTRING(4.883588 52.385044,4.883416 52.384821,4.883273 52.384677,4.883112 52.384536,4.88299 52.384394,4.882847 52.384182,4.882765 52.384046,4.882675 52.383961,4.882507 52.383806,4.88243 52.383712,4.8820335 52.3830391)";"LINESTRING(52.385044 4.883588,52.384821 4.883416,52.384677 4.883273,52.384536 4.883112,52.384394 4.88299,52.384182 4.882847,52.384046 4.882765,52.383961 4.882675,52.383806 4.882507,52.383712 4.88243,52.3830391 4.8820335)";4.88281075;52.38404155
134;"Tram";"_";"_";"LINESTRING(4.878858 52.37809,4.878884 52.378172,4.878863 52.378234,4.878836 52.378281,4.878759 52.378341,4.878623 52.378394)";"LINESTRING(52.37809 4.878858,52.378172 4.878884,52.378234 4.878863,52.378281 4.878836,52.378341 4.878759,52.378394 4.878623)";4.8787535;52.378242
135;"Tram";"_";"_";"LINESTRING(4.879157 52.378503,4.879057 52.378425,4.878976 52.378392,4.878884 52.378374,4.878759 52.378371,4.878623 52.378394)";"LINESTRING(52.378503 4.879157,52.378425 4.879057,52.378392 4.878976,52.378374 4.878884,52.378371 4.878759,52.378394 4.878623)";4.87889;52.378437
136;"Tram";"5";"05";"LINESTRING(4.879157 52.378503,4.878858 52.37809)";"LINESTRING(52.378503 4.879157,52.37809 4.878858)";4.8790075;52.3782965
138;"Tram";"3";"03";"LINESTRING(4.8773923 52.3787214,4.876831 52.378874,4.876604 52.378937,4.8765 52.378951,4.876405 52.378952,4.87633 52.378947,4.876221 52.378927,4.875746 52.378825,4.875668 52.378805,4.875591 52.378775,4.875525 52.378737,4.87546 52.378685,4.875407 52.378621,4.875341 52.378542,4.875274 52.378461,4.875121 52.37826,4.872748 52.374658,4.871352 52.372537,4.870958 52.371939,4.870826 52.37169,4.870663 52.371436,4.870553 52.371192,4.870466 52.370972,4.870416 52.370847,4.870377 52.370696)";"LINESTRING(52.3787214 4.8773923,52.378874 4.876831,52.378937 4.876604,52.378951 4.8765,52.378952 4.876405,52.378947 4.87633,52.378927 4.876221,52.378825 4.875746,52.378805 4.875668,52.378775 4.875591,52.378737 4.875525,52.378685 4.87546,52.378621 4.875407,52.378542 4.875341,52.378461 4.875274,52.37826 4.875121,52.374658 4.872748,52.372537 4.871352,52.371939 4.870958,52.37169 4.870826,52.371436 4.870663,52.371192 4.870553,52.370972 4.870466,52.370847 4.870416,52.370696 4.870377)";4.87388465;52.374824
139;"Tram";"_";"_";"LINESTRING(4.8778057 52.3788361,4.877795 52.378812,4.877777 52.378739,4.877817 52.37866,4.877849 52.378624,4.877895 52.378592,4.877972 52.378549)";"LINESTRING(52.3788361 4.8778057,52.378812 4.877795,52.378739 4.877777,52.37866 4.877817,52.378624 4.877849,52.378592 4.877895,52.378549 4.877972)";4.8778745;52.37869255
140;"Tram";"3";"03";"LINESTRING(4.8773923 52.3787214,4.8775231 52.378718,4.8776275 52.3787342,4.8777147 52.3787712,4.8778057 52.3788361)";"LINESTRING(52.3787214 4.8773923,52.378718 4.8775231,52.3787342 4.8776275,52.3787712 4.8777147,52.3788361 4.8778057)";4.877599;52.37877705
141;"Tram";"5";"05";"LINESTRING(4.8820335 52.3830391,4.881058 52.381498,4.88068 52.380899,4.879157 52.378503)";"LINESTRING(52.3830391 4.8820335,52.381498 4.881058,52.380899 4.88068,52.378503 4.879157)";4.88059525;52.38077105
142;"Tram";"5 | 25";"05|25";"LINESTRING(4.870626 52.3011361,4.871682 52.302725,4.871972 52.303254,4.872216 52.303834,4.872304 52.304132,4.872354 52.304412,4.872398 52.304768,4.872434 52.305383,4.87256 52.309818,4.872544 52.310532,4.872485 52.311142,4.872406 52.311653,4.872228 52.312372,4.872073 52.312778,4.870089 52.316976,4.86984 52.317556,4.869735 52.317842,4.869483 52.318658,4.869298 52.319543,4.869244 52.319957,4.868862 52.327808,4.86882 52.335963,4.868791 52.3362)";"LINESTRING(52.3011361 4.870626,52.302725 4.871682,52.303254 4.871972,52.303834 4.872216,52.304132 4.872304,52.304412 4.872354,52.304768 4.872398,52.305383 4.872434,52.309818 4.87256,52.310532 4.872544,52.311142 4.872485,52.311653 4.872406,52.312372 4.872228,52.312778 4.872073,52.316976 4.870089,52.317556 4.86984,52.317842 4.869735,52.318658 4.869483,52.319543 4.869298,52.319957 4.869244,52.327808 4.868862,52.335963 4.86882,52.3362 4.868791)";4.8706755;52.31866805
